,time,market,price,type,round,user
553,2024-02-22 18:51:15,hearts,59,sell,28,xin
549,2024-02-22 18:51:17,diamonds,36,buy,28,xin
548,2024-02-22 18:51:18,hearts,59,sell,28,xin
546,2024-02-22 18:51:19,diamonds,37,buy,28,xin
545,2024-02-22 18:51:20,spades,13,buy,28,xin
543,2024-02-22 18:51:20,diamonds,37,buy,28,xin
542,2024-02-22 18:51:21,hearts,59,sell,28,xin
539,2024-02-22 18:51:22,diamonds,37,buy,28,xin
538,2024-02-22 18:51:22,hearts,59,sell,28,xin
537,2024-02-22 18:51:23,spades,13,buy,28,xin
535,2024-02-22 18:51:24,hearts,59,sell,28,xin
536,2024-02-22 18:51:24,diamonds,40,buy,28,xin
532,2024-02-22 18:51:26,diamonds,40,buy,28,xin
533,2024-02-22 18:51:26,spades,13,buy,28,xin
531,2024-02-22 18:51:26,hearts,57,sell,28,xin
530,2024-02-22 18:51:28,hearts,54,sell,28,xin
529,2024-02-22 18:51:28,spades,13,buy,28,xin
527,2024-02-22 18:51:29,diamonds,42,buy,28,xin
526,2024-02-22 18:51:29,hearts,54,sell,28,xin
525,2024-02-22 18:51:30,spades,16,buy,28,xin
524,2024-02-22 18:51:30,diamonds,42,buy,28,xin
523,2024-02-22 18:51:31,hearts,54,sell,28,xin
522,2024-02-22 18:51:31,spades,16,buy,28,xin
521,2024-02-22 18:51:32,diamonds,42,buy,28,xin
520,2024-02-22 18:51:32,hearts,52,sell,28,xin
519,2024-02-22 18:51:33,spades,16,buy,28,xin
518,2024-02-22 18:51:34,spades,12,sell,28,xin
517,2024-02-22 18:51:39,spades,26,sell,28,xin
516,2024-02-22 18:51:40,spades,26,sell,28,xin
513,2024-02-22 18:51:42,spades,26,sell,28,xin
510,2024-02-22 18:51:45,diamonds,44,buy,28,xin
508,2024-02-22 18:51:46,hearts,48,sell,28,xin
504,2024-02-22 18:51:48,hearts,48,sell,28,xin
499,2024-02-22 18:51:52,spades,26,sell,28,xin
497,2024-02-22 18:51:53,spades,26,sell,28,xin
495,2024-02-22 18:51:55,spades,26,sell,28,xin
493,2024-02-22 18:51:56,spades,16,sell,28,xin
491,2024-02-22 18:51:58,spades,16,sell,28,xin
489,2024-02-22 18:51:59,spades,16,sell,28,xin
488,2024-02-22 18:52:01,spades,16,sell,28,xin
485,2024-02-22 18:52:03,spades,16,sell,28,xin
481,2024-02-22 18:52:06,spades,16,sell,28,xin
478,2024-02-22 18:52:08,spades,16,sell,28,xin
474,2024-02-22 18:52:10,spades,16,sell,28,xin
472,2024-02-22 18:52:12,diamonds,38,buy,28,xin
469,2024-02-22 18:52:14,diamonds,38,buy,28,xin
467,2024-02-22 18:52:16,diamonds,38,buy,28,xin
464,2024-02-22 18:52:17,spades,16,sell,28,xin
457,2024-02-22 18:52:26,spades,16,sell,28,xin
455,2024-02-22 18:52:27,hearts,48,sell,28,xin
452,2024-02-22 18:52:47,hearts,48,sell,29,xin
451,2024-02-22 18:52:49,hearts,48,sell,29,xin
450,2024-02-22 18:52:49,diamonds,36,buy,29,xin
449,2024-02-22 18:52:50,hearts,48,sell,29,xin
448,2024-02-22 18:52:51,diamonds,36,buy,29,xin
447,2024-02-22 18:52:52,diamonds,36,buy,29,xin
446,2024-02-22 18:52:53,hearts,48,sell,29,xin
445,2024-02-22 18:52:54,spades,20,buy,29,xin
443,2024-02-22 18:52:55,diamonds,37,buy,29,xin
442,2024-02-22 18:52:55,hearts,46,sell,29,xin
440,2024-02-22 18:52:56,diamonds,37,buy,29,xin
439,2024-02-22 18:52:57,hearts,46,sell,29,xin
436,2024-02-22 18:52:58,hearts,42,sell,29,xin
437,2024-02-22 18:52:58,diamonds,37,buy,29,xin
438,2024-02-22 18:52:58,spades,20,buy,29,xin
435,2024-02-22 18:52:59,spades,20,buy,29,xin
434,2024-02-22 18:53:00,diamonds,37,buy,29,xin
433,2024-02-22 18:53:00,hearts,39,sell,29,xin
432,2024-02-22 18:53:01,spades,20,buy,29,xin
431,2024-02-22 18:53:02,diamonds,40,buy,29,xin
430,2024-02-22 18:53:03,hearts,37,sell,29,xin
429,2024-02-22 18:53:03,spades,20,buy,29,xin
428,2024-02-22 18:53:04,diamonds,40,buy,29,xin
427,2024-02-22 18:53:04,hearts,38,sell,29,xin
426,2024-02-22 18:53:05,spades,24,buy,29,xin
425,2024-02-22 18:53:06,spades,24,buy,29,xin
424,2024-02-22 18:53:08,spades,24,buy,29,xin
423,2024-02-22 18:53:09,spades,24,buy,29,xin
421,2024-02-22 18:53:11,diamonds,40,buy,29,xin
422,2024-02-22 18:53:11,hearts,34,sell,29,xin
420,2024-02-22 18:53:13,spades,26,buy,29,xin
419,2024-02-22 18:53:13,hearts,38,buy,29,xin
418,2024-02-22 18:53:14,spades,26,buy,29,xin
416,2024-02-22 18:53:15,spades,26,buy,29,xin
417,2024-02-22 18:53:15,hearts,38,buy,29,xin
412,2024-02-22 18:53:16,hearts,38,buy,29,xin
411,2024-02-22 18:53:17,spades,26,buy,29,xin
408,2024-02-22 18:53:17,hearts,38,buy,29,xin
405,2024-02-22 18:53:19,spades,26,buy,29,xin
404,2024-02-22 18:53:20,hearts,38,buy,29,xin
401,2024-02-22 18:53:21,spades,26,buy,29,xin
400,2024-02-22 18:53:22,hearts,38,buy,29,xin
397,2024-02-22 18:53:23,hearts,38,buy,29,xin
395,2024-02-22 18:53:24,spades,26,buy,29,xin
393,2024-02-22 18:53:26,spades,26,buy,29,xin
390,2024-02-22 18:53:27,diamonds,38,buy,29,xin
389,2024-02-22 18:53:27,hearts,38,buy,29,xin
386,2024-02-22 18:53:28,spades,26,buy,29,xin
384,2024-02-22 18:53:29,hearts,38,buy,29,xin
385,2024-02-22 18:53:29,diamonds,38,buy,29,xin
383,2024-02-22 18:53:31,spades,26,buy,29,xin
382,2024-02-22 18:53:31,diamonds,38,buy,29,xin
381,2024-02-22 18:53:32,hearts,38,buy,29,xin
380,2024-02-22 18:53:32,spades,26,buy,29,xin
379,2024-02-22 18:53:33,spades,26,buy,29,xin
378,2024-02-22 18:53:35,hearts,42,buy,29,xin
377,2024-02-22 18:53:36,diamonds,40,buy,29,xin
376,2024-02-22 18:53:36,spades,30,buy,29,xin
375,2024-02-22 18:53:37,diamonds,41,buy,29,xin
373,2024-02-22 18:53:38,hearts,42,buy,29,xin
372,2024-02-22 18:53:38,spades,30,buy,29,xin
371,2024-02-22 18:53:39,diamonds,41,buy,29,xin
370,2024-02-22 18:53:39,hearts,42,buy,29,xin
367,2024-02-22 18:53:40,hearts,42,buy,29,xin
369,2024-02-22 18:53:40,spades,30,buy,29,xin
366,2024-02-22 18:53:41,diamonds,43,buy,29,xin
363,2024-02-22 18:53:42,diamonds,43,buy,29,xin
364,2024-02-22 18:53:42,hearts,42,buy,29,xin
362,2024-02-22 18:53:43,spades,30,buy,29,xin
360,2024-02-22 18:53:44,diamonds,40,sell,29,xin
358,2024-02-22 18:53:45,spades,30,buy,29,xin
357,2024-02-22 18:53:45,hearts,46,buy,29,xin
356,2024-02-22 18:53:46,diamonds,44,buy,29,xin
355,2024-02-22 18:53:47,spades,30,buy,29,xin
354,2024-02-22 18:53:47,hearts,48,buy,29,xin
353,2024-02-22 18:53:47,diamonds,44,buy,29,xin
352,2024-02-22 18:53:48,spades,30,buy,29,xin
351,2024-02-22 18:53:48,hearts,50,buy,29,xin
350,2024-02-22 18:53:49,diamonds,46,buy,29,xin
347,2024-02-22 18:53:50,diamonds,46,buy,29,xin
349,2024-02-22 18:53:50,spades,30,buy,29,xin
348,2024-02-22 18:53:50,hearts,50,buy,29,xin
346,2024-02-22 18:53:52,spades,30,buy,29,xin
345,2024-02-22 18:53:52,hearts,52,buy,29,xin
344,2024-02-22 18:53:52,diamonds,52,buy,29,xin
343,2024-02-22 18:53:56,spades,34,sell,29,xin
342,2024-02-22 18:54:07,diamonds,59,sell,29,xin
340,2024-02-22 18:54:08,hearts,52,sell,29,xin
339,2024-02-22 18:54:08,spades,40,sell,29,xin
338,2024-02-22 18:54:09,diamonds,59,sell,29,xin
335,2024-02-22 18:54:10,diamonds,59,sell,29,xin
336,2024-02-22 18:54:10,hearts,52,sell,29,xin
334,2024-02-22 18:54:11,spades,40,sell,29,xin
332,2024-02-22 18:54:12,hearts,52,sell,29,xin
331,2024-02-22 18:54:12,spades,40,sell,29,xin
330,2024-02-22 18:54:13,diamonds,58,sell,29,xin
328,2024-02-22 18:54:14,hearts,52,sell,29,xin
327,2024-02-22 18:54:14,spades,40,sell,29,xin
326,2024-02-22 18:54:15,diamonds,58,sell,29,xin
324,2024-02-22 18:54:15,hearts,52,sell,29,xin
322,2024-02-22 18:54:20,spades,40,sell,30,xin
319,2024-02-22 18:54:21,spades,40,sell,30,xin
316,2024-02-22 18:54:23,diamonds,61,buy,30,xin
315,2024-02-22 18:54:24,spades,40,sell,30,xin
312,2024-02-22 18:54:25,spades,40,sell,30,xin
311,2024-02-22 18:54:29,diamonds,58,sell,30,xin
310,2024-02-22 18:54:29,hearts,52,sell,30,xin
308,2024-02-22 18:54:31,diamonds,58,sell,30,xin
307,2024-02-22 18:54:32,hearts,49,sell,30,xin
305,2024-02-22 18:54:33,diamonds,58,sell,30,xin
303,2024-02-22 18:54:34,hearts,49,sell,30,xin
302,2024-02-22 18:54:35,diamonds,58,sell,30,xin
300,2024-02-22 18:54:36,hearts,49,sell,30,xin
299,2024-02-22 18:54:36,diamonds,58,sell,30,xin
297,2024-02-22 18:54:38,diamonds,57,sell,30,xin
296,2024-02-22 18:54:39,diamonds,57,sell,30,xin
294,2024-02-22 18:54:41,diamonds,57,sell,30,xin
292,2024-02-22 18:54:42,diamonds,57,sell,30,xin
289,2024-02-22 18:54:44,diamonds,57,sell,30,xin
284,2024-02-22 18:54:47,diamonds,55,sell,30,xin
282,2024-02-22 18:54:48,diamonds,55,sell,30,xin
279,2024-02-22 18:54:50,hearts,49,sell,30,xin
276,2024-02-22 18:54:50,diamonds,55,sell,30,xin
273,2024-02-22 18:54:52,diamonds,55,sell,30,xin
271,2024-02-22 18:54:53,diamonds,55,sell,30,xin
268,2024-02-22 18:54:55,diamonds,50,sell,30,xin
265,2024-02-22 18:54:57,diamonds,50,sell,30,xin
254,2024-02-22 18:55:13,hearts,51,sell,30,xin
247,2024-02-22 18:55:25,hearts,54,sell,30,xin
246,2024-02-22 18:55:26,hearts,60,buy,30,xin
244,2024-02-22 18:55:28,hearts,56,sell,30,xin
242,2024-02-22 18:55:30,hearts,56,sell,30,xin
241,2024-02-22 18:55:31,hearts,56,sell,30,xin
237,2024-02-22 18:55:36,diamonds,50,sell,30,xin
235,2024-02-22 18:55:38,diamonds,50,sell,30,xin
233,2024-02-22 18:55:39,diamonds,50,sell,30,xin
231,2024-02-22 18:55:41,diamonds,50,sell,30,xin
225,2024-02-22 18:55:51,hearts,57,sell,31,xin
222,2024-02-22 18:55:53,hearts,57,sell,31,xin
220,2024-02-22 18:55:54,hearts,57,sell,31,xin
218,2024-02-22 18:55:56,hearts,57,sell,31,xin
215,2024-02-22 18:55:57,hearts,57,sell,31,xin
213,2024-02-22 18:55:59,hearts,30,sell,31,xin
211,2024-02-22 18:56:00,hearts,31,buy,31,xin
209,2024-02-22 18:56:02,hearts,31,buy,31,xin
207,2024-02-22 18:56:03,hearts,31,buy,31,xin
206,2024-02-22 18:56:05,hearts,31,buy,31,xin
204,2024-02-22 18:56:06,hearts,31,buy,31,xin
201,2024-02-22 18:56:08,hearts,31,buy,31,xin
198,2024-02-22 18:56:09,hearts,31,buy,31,xin
194,2024-02-22 18:56:11,hearts,31,buy,31,xin
192,2024-02-22 18:56:12,hearts,31,buy,31,xin
190,2024-02-22 18:56:14,hearts,31,buy,31,xin
188,2024-02-22 18:56:16,hearts,31,buy,31,xin
185,2024-02-22 18:56:17,hearts,31,buy,31,xin
183,2024-02-22 18:56:19,hearts,31,buy,31,xin
180,2024-02-22 18:56:20,hearts,31,buy,31,xin
176,2024-02-22 18:56:22,hearts,31,buy,31,xin
172,2024-02-22 18:56:23,hearts,31,buy,31,xin
171,2024-02-22 18:56:25,hearts,31,buy,31,xin
169,2024-02-22 18:56:27,diamonds,56,sell,31,xin
168,2024-02-22 18:56:28,hearts,33,buy,31,xin
166,2024-02-22 18:56:29,diamonds,56,sell,31,xin
165,2024-02-22 18:56:29,hearts,35,buy,31,xin
163,2024-02-22 18:56:31,diamonds,56,sell,31,xin
162,2024-02-22 18:56:31,hearts,35,buy,31,xin
160,2024-02-22 18:56:33,diamonds,58,sell,31,xin
159,2024-02-22 18:56:33,hearts,37,buy,31,xin
157,2024-02-22 18:56:34,diamonds,58,sell,31,xin
156,2024-02-22 18:56:35,hearts,40,buy,31,xin
154,2024-02-22 18:56:36,diamonds,58,sell,31,xin
153,2024-02-22 18:56:37,hearts,40,buy,31,xin
151,2024-02-22 18:56:38,hearts,41,buy,31,xin
149,2024-02-22 18:56:40,hearts,41,buy,31,xin
146,2024-02-22 18:56:43,diamonds,58,sell,31,xin
144,2024-02-22 18:56:43,hearts,42,buy,31,xin
141,2024-02-22 18:56:46,hearts,42,buy,31,xin
120,2024-02-22 18:57:10,hearts,42,buy,31,xin
107,2024-02-22 18:57:26,diamonds,61,sell,32,xin
105,2024-02-22 18:57:27,diamonds,61,sell,32,xin
103,2024-02-22 18:57:29,diamonds,61,sell,32,xin
101,2024-02-22 18:57:30,diamonds,61,sell,32,xin
99,2024-02-22 18:57:32,diamonds,39,sell,32,xin
96,2024-02-22 18:57:33,diamonds,39,sell,32,xin
94,2024-02-22 18:57:35,diamonds,39,sell,32,xin
92,2024-02-22 18:57:37,diamonds,39,sell,32,xin
89,2024-02-22 18:57:38,diamonds,49,sell,32,xin
88,2024-02-22 18:57:40,diamonds,49,sell,32,xin
87,2024-02-22 18:57:41,diamonds,49,sell,32,xin
86,2024-02-22 18:57:42,diamonds,49,sell,32,xin
85,2024-02-22 18:57:44,diamonds,49,sell,32,xin
84,2024-02-22 18:57:45,diamonds,49,sell,32,xin
83,2024-02-22 18:57:47,diamonds,49,sell,32,xin
81,2024-02-22 18:57:48,diamonds,49,sell,32,xin
80,2024-02-22 18:57:50,diamonds,49,sell,32,xin
78,2024-02-22 18:57:51,diamonds,49,sell,32,xin
77,2024-02-22 18:57:53,diamonds,49,sell,32,xin
76,2024-02-22 18:57:54,diamonds,49,sell,32,xin
74,2024-02-22 18:57:56,diamonds,49,sell,32,xin
72,2024-02-22 18:57:57,diamonds,49,sell,32,xin
70,2024-02-22 18:57:59,diamonds,49,sell,32,xin
68,2024-02-22 18:58:00,diamonds,49,sell,32,xin
66,2024-02-22 18:58:02,diamonds,49,sell,32,xin
64,2024-02-22 18:58:04,diamonds,49,sell,32,xin
62,2024-02-22 18:58:06,diamonds,49,sell,32,xin
48,2024-02-22 18:58:22,hearts,50,sell,32,xin
47,2024-02-22 18:58:22,diamonds,49,sell,32,xin
45,2024-02-22 18:58:24,diamonds,49,sell,32,xin
44,2024-02-22 18:58:25,hearts,50,sell,32,xin
42,2024-02-22 18:58:27,diamonds,49,sell,32,xin
41,2024-02-22 18:58:27,hearts,49,sell,32,xin
39,2024-02-22 18:58:29,diamonds,49,sell,32,xin
37,2024-02-22 18:58:29,hearts,49,sell,32,xin
36,2024-02-22 18:58:30,diamonds,49,sell,32,xin
34,2024-02-22 18:58:31,hearts,49,sell,32,xin
32,2024-02-22 18:58:31,diamonds,49,sell,32,xin
31,2024-02-22 18:58:33,hearts,49,sell,32,xin
30,2024-02-22 18:58:33,diamonds,49,sell,32,xin
28,2024-02-22 18:58:35,diamonds,49,sell,32,xin
26,2024-02-22 18:58:35,hearts,49,sell,32,xin
24,2024-02-22 18:58:37,diamonds,49,sell,32,xin
23,2024-02-22 18:58:37,hearts,49,sell,32,xin
20,2024-02-22 18:58:39,diamonds,49,sell,32,xin
19,2024-02-22 18:58:39,hearts,48,sell,32,xin
16,2024-02-22 18:58:41,diamonds,49,sell,32,xin
15,2024-02-22 18:58:41,hearts,47,sell,32,xin
13,2024-02-22 18:58:43,hearts,46,sell,32,xin
12,2024-02-22 18:58:44,hearts,46,sell,32,xin
11,2024-02-22 18:58:45,diamonds,48,sell,32,xin
9,2024-02-22 18:58:47,diamonds,48,sell,32,xin
8,2024-02-22 18:58:48,diamonds,48,sell,32,xin
7,2024-02-22 18:58:49,hearts,45,sell,32,xin
5,2024-02-22 18:58:50,hearts,44,sell,32,xin
4,2024-02-22 18:58:51,diamonds,48,sell,32,xin
1,2024-02-22 18:58:53,hearts,44,sell,32,xin
0,2024-02-22 18:58:55,diamonds,48,sell,32,xin
