game_id,market,actor,actor_id,price,round,type,date,time
op-PyjkPu7rO,diamonds,jacky,f6ee3ebc-f691-4e17-9b78-a22488bdaa2e,56,31,sell,22/2/2024,18:56:225
op-PyjkPu7rO,hearts,xin,dc16afcd-8787-45fd-8921-a531ec0cefa1,35,31,buy,22/2/2024,18:56:639
op-PyjkPu7rO,diamonds,xin,dc16afcd-8787-45fd-8921-a531ec0cefa1,56,31,sell,22/2/2024,18:56:204
op-PyjkPu7rO,diamonds,jacky,f6ee3ebc-f691-4e17-9b78-a22488bdaa2e,56,31,sell,22/2/2024,18:56:759
op-PyjkPu7rO,hearts,xin,dc16afcd-8787-45fd-8921-a531ec0cefa1,35,31,buy,22/2/2024,18:56:775
op-PyjkPu7rO,diamonds,xin,dc16afcd-8787-45fd-8921-a531ec0cefa1,56,31,sell,22/2/2024,18:56:378
op-PyjkPu7rO,diamonds,Ronald,41532ea6-2bbe-4327-aafa-5d97b4d52457,60,31,buy,22/2/2024,18:56:340
op-PyjkPu7rO,hearts,xin,dc16afcd-8787-45fd-8921-a531ec0cefa1,33,31,buy,22/2/2024,18:56:251
op-PyjkPu7rO,diamonds,xin,dc16afcd-8787-45fd-8921-a531ec0cefa1,56,31,sell,22/2/2024,18:56:459
op-PyjkPu7rO,diamonds,jacky,f6ee3ebc-f691-4e17-9b78-a22488bdaa2e,60,31,buy,22/2/2024,18:56:97
op-PyjkPu7rO,hearts,xin,dc16afcd-8787-45fd-8921-a531ec0cefa1,31,31,buy,22/2/2024,18:56:633
op-PyjkPu7rO,hearts,xin,dc16afcd-8787-45fd-8921-a531ec0cefa1,31,31,buy,22/2/2024,18:56:761
op-PyjkPu7rO,diamonds,jacky,f6ee3ebc-f691-4e17-9b78-a22488bdaa2e,59,31,buy,22/2/2024,18:56:611
op-PyjkPu7rO,hearts,jacky,f6ee3ebc-f691-4e17-9b78-a22488bdaa2e,31,31,buy,22/2/2024,18:56:68
op-PyjkPu7rO,diamonds,Ronald,41532ea6-2bbe-4327-aafa-5d97b4d52457,59,31,buy,22/2/2024,18:56:456
op-PyjkPu7rO,hearts,xin,dc16afcd-8787-45fd-8921-a531ec0cefa1,31,31,buy,22/2/2024,18:56:218
